beta0,beta1,y_p
218.6,-3.363,154
220.7,-3.412,146.4
205.6,-1.999,153.1
219.9,-3.357,144.6
222.3,-4.203,145.5
226.5,-3.112,165.9
216.2,-3.453,143.8
224.9,-3.309,173.7
226.2,-3.486,107
222.9,-3.423,156.2
231.6,-2.902,199.8
220.9,-2.432,147.3
212.5,-2.222,172.5
218.7,-4.049,153.4
218.6,-2.651,138.8
216.2,-3.598,171.9
225.1,-2.872,149.8
223.5,-2.623,207
225.1,-3.442,206.6
223,-2.939,146.4
223.8,-4.238,144.7
229.3,-3.224,176.5
222.6,-3.116,156.3
213.7,-3.32,118.7
210,-2.523,137.8
219.8,-2.486,133.8
226.1,-2.784,190.9
217.4,-2.72,160.9
227.1,-2.629,168.5
228.4,-3.592,195.4
220.5,-2.744,163.2
224.5,-4.181,117.4
219,-2.314,191.4
216.7,-3.902,102.9
223.9,-2.779,150.8
217.6,-4.01,141.2
228.9,-3.19,121.7
215.3,-2.489,166.8
222.6,-3.194,193.4
220.9,-3.093,166.6
225.3,-3.775,177.1
220.8,-2.737,188
218.8,-3.432,145.1
217.9,-3.295,173.2
219,-3.181,109.9
226.1,-2.931,157.3
212.8,-3.474,124.7
214.4,-3.48,140.6
220.9,-4.044,142.3
223.4,-3.582,139.1
215.4,-3.4,152.7
223.4,-2.519,171.6
222.9,-2.548,188
218.6,-3.417,143
221.1,-3.387,219
209.1,-3.612,122.2
234.4,-3.47,198.3
221.7,-2.839,148.8
218.3,-3.013,190
220.7,-3.395,155.8
216.2,-3.622,193
222.1,-4.321,173.1
221.2,-2.398,175.8
216,-3.182,194.2
219.5,-3.589,161.6
228.6,-3.453,169.2
220.2,-3.782,160.6
224.9,-3.246,174
217.5,-3.183,154.2
222.6,-3.425,150
214.7,-4.24,108
221.2,-3.838,161.6
223.5,-2.621,170.6
221.3,-3.363,126.4
225.6,-2.931,109.6
224.7,-3.443,169.1
216.6,-3.023,189.5
221,-1.461,211.6
217.8,-3.219,178.6
226.1,-3.017,195.7
227.7,-3.408,171.6
224.7,-3.039,179.8
225.3,-3.712,153.7
217.9,-3.766,153.2
222.3,-3.862,91.56
214,-1.625,156.5
206.8,-3.896,135.9
212.6,-2.734,172.5
226.3,-3.373,213.9
223.2,-3.493,154.2
221.4,-3.472,127.3
216.6,-3.705,138.7
215.2,-3.545,148.3
220.3,-3.092,196.2
223.4,-3.08,157.4
226.5,-3.674,91.7
227,-3.254,113.2
216.7,-2.437,95.69
223.7,-3.329,173.5
211.1,-3.786,133.6
219.8,-3.084,150.8
219.2,-2.889,188.5
229.6,-3.63,141.6
222.3,-2.818,148.1
222.7,-2.909,152.5
219.1,-2.954,157.2
219,-2.961,139.4
229.5,-3.38,198.6
223.5,-3.762,104.3
210.7,-2.946,150.8
227.4,-4.721,145.1
214.4,-3.17,108.8
229.4,-3.207,150.3
223.3,-2.237,110
218.7,-3.085,138
222,-3.268,198.9
218.7,-3.548,139
225.7,-3.037,196.9
219.2,-4.138,147.6
215.6,-3.763,125.8
217.2,-3.769,127.5
218.4,-3.002,171.7
225.8,-3.448,222.2
219.1,-4.348,145.9
207.8,-4.36,130.7
223.8,-3.532,107.8
216.4,-3.107,160.8
226.6,-3.716,164.7
224,-3.321,149.1
214.6,-3.593,150.7
225.6,-2.972,130.9
224.9,-3.694,141.3
227.3,-3.836,149.2
219.5,-3.497,168.2
220.5,-3.173,108
218.2,-2.824,180.9
217.1,-2.779,99.5
217.5,-2.322,146
221,-3.542,110.9
229.3,-2.841,166.6
213,-2.954,116.7
227.4,-3.553,178.9
226.7,-2.885,149.8
221.1,-2.951,160.3
218.4,-2.739,140.2
224.7,-4.568,199.3
223.7,-2.934,260.6
216.6,-3.421,158
219.8,-3.079,178.1
221.7,-3.626,121
225.2,-2.444,189.5
209.6,-2.778,92
224.6,-2.207,216.7
221.1,-2.835,150.4
232.2,-3.42,204.5
216.3,-4.234,118.1
224.7,-2.053,195.3
219.4,-2.973,138.7
223.1,-3.25,147.5
223.7,-3.384,164.9
222.7,-2.892,180
215,-3.998,116.9
215.1,-3.392,246.2
223.9,-3.331,136.1
221.2,-2.982,219.8
218.4,-3.753,156.5
222,-3.597,131.2
222.7,-3.17,156.8
224.5,-3.188,175.5
224.1,-3.592,160.4
225,-3.008,184
214.2,-2.934,198.6
219.2,-3.16,104.8
220.4,-2.882,128.5
218.3,-2.797,171.6
220,-2.911,134.7
227.5,-3.221,156.3
220.7,-2.475,195.8
222.8,-2.683,209.4
218.3,-4.334,138
221,-3.174,167.6
217.3,-3.4,166.6
220.3,-3.55,164.6
220.5,-4.14,119.4
218,-4.102,161.9
214.6,-3.558,183.1
221.6,-3.122,147.4
221.1,-3.401,59.49
207.1,-2.856,180.3
217.9,-2.996,155.6
221.7,-2.466,150.2
220,-3.557,219.4
229.3,-3.656,118.8
214.1,-2.813,187
215.3,-3.654,152.5
219.3,-3.439,158.3
223,-2.912,206.8
222.8,-3.923,153.2
222.6,-2.997,196.3
227.5,-2.153,201.8
224.8,-3.145,182.5
221.5,-3.778,124.5
216.3,-3.226,116.6
226.5,-3.234,151.5
220,-3.167,224.7
214.1,-4.347,136.2
223.3,-2.625,193.1
220,-3.917,121.2
215.3,-3.765,102
221.1,-3.718,158.6
217.2,-3.378,158.3
223.5,-2.858,189.8
228.3,-3.297,133.8
220.9,-2.703,184.8
218.8,-3.363,175.6
224.3,-4.263,156.3
217.6,-3.207,134.6
224.3,-2.919,139.6
225.7,-3.656,153.8
220.4,-2.876,167
209.9,-2.967,106.5
217.6,-2.693,131.9
222.1,-3.063,139.5
219.3,-3.184,160.2
218.6,-2.686,169
220.3,-3.563,156.2
222.7,-3.59,148
223.4,-3.31,173.8
221.9,-3.227,139.3
219.8,-3.397,130.7
221.3,-2.568,195.9
223.3,-3.699,175.3
223.7,-2.804,183
224.8,-3.404,231.9
226.1,-3.19,156.6
224.9,-3.39,193.1
222,-3.23,149.9
223.8,-3.753,174.5
213.4,-3.615,76.22
225.3,-2.908,153.8
214.4,-3.463,137.9
227.3,-3.275,199.3
220.6,-3.303,157.7
214.7,-3.302,139
218.9,-4.049,123
226.8,-2.16,134.6
223.4,-3.893,155.3
213.5,-3.551,149.8
219.3,-2.974,173.6
216.8,-3.124,158.8
218.8,-2.788,167.1
218.4,-3.555,86.52
230.3,-3.848,112.4
217.4,-3.804,101.5
226.9,-2.558,173.4
219.9,-3.566,153.3
220.4,-3.854,128.4
222.9,-2.811,167.7
223.1,-3.625,181.8
227.2,-2.688,204.7
228.7,-3.243,176.7
220.4,-2.696,176.1
231.6,-3.654,175.9
217.8,-3.283,163.3
216.2,-3.088,156.5
216.2,-3.715,164.8
216.1,-3.622,263.6
217.9,-2.421,230.8
217.1,-3.345,145
221.2,-3.8,170.6
219.4,-2.728,166.2
223.4,-2.271,159.9
223,-3.434,214.1
215.4,-3.034,127.8
223.8,-3.741,124.1
224.7,-3.346,200.9
215.6,-2.932,219.1
223.7,-3.534,174.3
218.3,-2.754,142.1
221,-3.587,135
217.8,-3.631,166.8
218,-3.616,159.3
223,-3.379,124.3
218,-3.643,127.2
219.5,-3.04,107.9
222.2,-3.003,175.2
217,-2.706,191.5
216.2,-3.373,198.5
217.1,-3.822,76.39
223.8,-4.441,52.88
230.8,-3.258,144.6
216.5,-3.709,141
224.7,-2.824,185.1
224.2,-2.544,205.8
221,-2.689,200.8
222.8,-3.237,140.4
215.7,-2.515,144.9
216.7,-2.516,142.4
216.4,-3.207,207.5
218.2,-3.024,183.9
221.6,-1.828,181.7
219.2,-3.366,195.3
216.8,-2.113,139.5
216.4,-3.878,167.1
220.1,-3.12,146.6
221,-3.248,139.4
218.5,-4.644,147.1
224.1,-3.239,172.3
216,-4.541,103.4
216.7,-3.271,140.1
218,-3.582,179.5
215.1,-3.106,142.5
223.8,-3.649,142.8
227.1,-4.372,145.9
219.1,-2.958,177.3
220.8,-2.268,194.2
215.4,-2.903,181.3
217.3,-3.26,169.4
230.6,-2.329,182.7
214.5,-2.423,148.5
212.8,-3.04,194.2
223.9,-3.085,177
212,-3.57,137.7
224.1,-3.677,166.5
223.1,-2.873,184.4
214.8,-4.11,142.6
223.3,-2.312,120
219.8,-3.174,118.9
220.8,-3.379,141.1
223.6,-3.181,165.1
216.7,-3.113,173.2
234.4,-2.982,204.2
227.9,-4.149,121.6
221.5,-3.13,111.4
218.8,-2.746,112.3
231,-2.053,142.6
220.2,-4.519,125.5
230.6,-4.273,141.4
226.8,-4.759,133.9
218.5,-2.821,189
226.3,-3.433,124.8
207.6,-2.318,188.9
223.3,-4.008,142.3
218.2,-3.234,117.8
212.4,-3.238,146.4
213.7,-3.246,139.3
214.5,-3.657,129.9
224.4,-3.019,102.5
217.9,-3.653,130.8
226.9,-3.646,111.8
218.9,-3.221,120.7
222.7,-3.738,100.5
222.6,-2.888,145.6
217.1,-2.607,177.3
219,-3.5,174.4
220.8,-2.215,181.7
227.3,-3.712,152.7
217.1,-3.799,135.7
221.7,-3.146,119.8
217.3,-3.677,134.7
214.7,-3.611,183.4
220.3,-3.278,215.9
231.5,-3.367,205.3
225,-2.876,230.3
220.7,-2.698,144.2
214.8,-3.079,159.8
219,-3.068,129.6
222.6,-2.711,194.6
212.8,-3.201,122
215,-3.562,126.4
213.5,-3.163,109.4
213.6,-3.38,154.5
220.7,-3.782,210.6
222.7,-2.996,158.6
219.6,-3.385,157.2
215.1,-3.261,186.9
213.3,-3.876,157.5
223.4,-2.673,164.4
220.5,-3.16,153.7
224.5,-3.33,173.2
220.6,-3.45,144.6
213.3,-3.109,133.7
229.8,-1.708,184.5
219.8,-2.858,98.9
219.8,-2.811,235.1
221,-2.617,169.7
214.7,-3.286,180.3
218.4,-2.338,216.3
221.7,-2.863,150
228.7,-2.263,157.3
218.1,-2.086,213.6
218.6,-2.744,160
223.2,-2.973,223.5
222.3,-3.725,126.2
225.6,-3.276,176.4
226.3,-3.541,118
225.8,-4.095,153.2
215.8,-3.038,122.4
217.1,-3.238,150.3
215.9,-3.481,143
216.3,-3.661,149.9
224.4,-3.425,129.6
226,-3.012,179.4
223.8,-2.987,157
218.8,-3.885,164
220.7,-3.353,128.4
217.9,-3.777,159.3
221.7,-2.898,214.7
218.9,-2.904,157.1
214.8,-3.541,197.4
224.9,-2.978,176.9
221,-3.58,148.9
210.1,-2.899,129
220.9,-3.045,159.2
218.7,-3.173,129.5
230.1,-2.312,194.2
218.8,-3.85,148
217.4,-3.576,157.8
219.6,-4.087,223.3
217.7,-2.49,154.5
218.7,-3.097,186
218.7,-2.384,150.4
221.2,-3.226,166.1
218.8,-3.166,167
218.5,-4.045,118.2
219.4,-3.121,136
217.4,-2.567,184.9
213.9,-2.935,251.2
229,-3.773,172
228.7,-4.08,169.1
222.7,-2.738,159.7
217.6,-3.172,149.3
223.4,-3.13,170.9
224.8,-3.484,131.3
219.3,-3.319,159.6
222,-2.632,202.6
220,-3.462,146.6
218.3,-3.614,142.7
215.4,-3.295,129.1
225.4,-2.915,135
216.6,-2.85,171.6
226.9,-2.401,182
211.2,-3.824,140.3
215.6,-3.416,160.9
219.7,-3.888,163.3
216.5,-3.402,149.2
226.4,-3.13,123.9
222.4,-3.57,113.7
225.8,-3.972,165.3
224.3,-5.158,118
223.8,-2.599,144.1
226.3,-3.205,134.9
215.8,-3,139
217.8,-3.547,106.8
227.7,-2.625,162.2
221.9,-3.758,230.1
207,-2.812,185.6
209.1,-3.289,215.8
217,-2.283,153.8
219.1,-4.11,143.3
225.5,-3.159,170.6
221,-2.568,133.2
215.6,-3.678,99.44
218.5,-3.527,147.6
216.9,-2.936,109.9
225.1,-2.336,164.4
215.7,-3.55,210
211.2,-2.231,122.9
228.4,-3.355,156.8
220,-3.468,166.9
226.4,-4.082,132.1
228.1,-3.866,141.7
233.9,-2.815,185.3
223.6,-3.028,141.4
216.6,-3.846,165.6
223.1,-3.26,109
216.6,-2.758,143.8
212.9,-1.897,162.5
225.4,-4.329,99.43
211.2,-3.407,150.2
214.9,-3.131,132.8
211.6,-3.754,114.5
221.5,-2.982,151.4
219.2,-3.848,127.3
215.3,-2.498,165.1
223.9,-4.162,112
225.9,-3.299,173.1
225.2,-2.838,204.7
218.1,-3.086,162.7
216.9,-3.797,104.9
219.5,-3.382,175.1
220.3,-3.175,165
224.6,-3.884,133.1
227.2,-2.404,185
225,-4.145,173
224.8,-2.839,145.1
221,-2.923,129.3
218.4,-4.359,112.2
223.4,-2.819,204
219.8,-3.372,132.3
222.1,-3.133,170.1
222.4,-3.774,130
221.4,-3.13,126.9
217.7,-3.027,148.7
226.1,-3.058,207.5
220.6,-4.073,210.5
221.8,-4.619,91.84
219.9,-2.521,159.8
231.5,-3.613,118
221.8,-3.925,144.1
219.1,-3.643,157.9
227.5,-3.471,183
221.3,-3.826,152.1
229.6,-3.05,187
216.9,-2.365,192.8
220.7,-2.406,160
223.4,-3.19,157.3
222,-3.51,153.5
228.4,-3.917,154.7
226.5,-2.473,180.3
215.3,-2.928,189
231.6,-3.582,150.2
215.5,-3.189,139.7
217.2,-3.741,130.3
226.4,-4.037,158.2
223.5,-2.988,191.4
226.3,-3.403,139
213.1,-3.576,143.4
222,-2.695,203.4
222.3,-2.895,183.9
224.9,-3.043,202.3
225.9,-3.005,169.6
224.2,-3.379,185
216,-3.246,176
224.1,-2.667,178.3
220.2,-2.336,184.7
226.9,-3.401,155.7
216.9,-3.522,173.2
231.3,-3.61,166.2
222.2,-3.111,180.5
218.4,-2.738,239.2
216.8,-3.856,137.8
212.8,-3.533,90.34
221.4,-2.906,149.5
225.5,-3.025,137.5
226.5,-3.297,170.1
229.4,-2.99,141.4
211.6,-2.948,127.2
219.5,-1.786,201.2
221.9,-3.04,162.1
219.9,-2.727,177.1
218.2,-3.706,121.9
226.9,-3.783,145.1
227.3,-3.126,153.8
216.3,-4,148.9
231.4,-3.202,164.4
219.8,-2.959,230.1
218.4,-3.337,146.1
218.8,-2.88,140.1
230.7,-3.655,217.5
222.3,-4.637,185.2
220.6,-3.101,144.9
217.9,-4.01,42.42
222.2,-2.781,194
212.9,-2.902,150.2
224.6,-3.025,165.8
219.2,-3.654,176.7
228.3,-3.236,172.1
217.2,-2.792,188.1
216.7,-3.383,156
221.4,-3.702,166.9
220.2,-3.106,153
222.2,-3.617,134.1
226.3,-3.12,127.6
221.9,-3.826,170.3
217.1,-4.11,155.4
225.6,-3.073,210.6
226.7,-2.681,127.1
214.5,-3.145,144.4
226.5,-3.395,161
222.1,-2.912,159.4
219.2,-3.36,157.4
219.1,-3.177,200.2
218.7,-3.188,145.2
211.6,-3.292,119.1
226.4,-4.147,164.7
212.9,-2.523,190.3
221,-3.048,122.3
224.6,-3.289,162.8
215.7,-3.339,115.7
218.5,-3.391,169.4
217.8,-3.696,174.7
224.5,-3.548,190.9
227.2,-4.055,190.9
221.6,-4.221,103.1
216.6,-2.509,227.2
222.6,-2.832,162.9
223.2,-3.298,156.8
229.2,-3.843,153.1
217.2,-2.655,80.95
227.7,-2.202,187.6
221.1,-3.607,114.8
208.9,-3.973,132.5
233.2,-3.055,191.2
220,-3.458,129.7
225.8,-4.078,211.4
225.4,-2.135,206
219.1,-3.054,125.2
221.4,-4.3,184.6
212.5,-2.447,186.6
229.4,-3.127,142
231.7,-4.107,173.4
225.8,-3.197,138.4
223.8,-2.679,146.8
216.7,-3.408,143.3
220.6,-3.322,157.1
219.7,-3.185,123.1
225.9,-2.518,188.9
218.9,-3.547,183.2
214.3,-3.046,140.7
218.6,-3.466,123.6
222.9,-2.499,170.9
221.9,-2.899,184.3
224.8,-4.27,116.5
221,-3.356,136.8
218,-3.034,194.7
220.9,-3.26,167.6
224.8,-2.979,148.1
222.5,-3.435,130.2
222.2,-3.121,134.2
218.9,-4.025,154.4
221.9,-2.492,117.2
216.1,-3.423,184
218.1,-2.902,175.1
216.5,-2.946,122.7
214.5,-3.24,166.5
216.6,-3.577,159.4
223.7,-3.062,181.6
217,-2.392,178.2
226.1,-3.036,131.9
221.8,-2.65,144.6
222,-3.613,180.6
226.6,-3,175.1
220.6,-3.635,144.1
215.3,-3.201,110.2
221.2,-2.239,190
214.7,-2.984,133.2
226.2,-3.769,216.8
220.5,-2.568,175.2
224.3,-3.329,169.3
223.4,-3.442,157
221.3,-3.191,172.1
224.1,-2.759,165.2
222.2,-3.637,178
224.9,-3.588,174
225.6,-4.324,114.9
230,-3.714,169.8
220.1,-4.013,130.6
219.9,-4.055,119.1
220.9,-3.798,140.9
223.8,-3.827,106.9
209.8,-3.009,134.4
224.9,-3.868,176.8
216.9,-3.477,159.9
220.2,-3.279,141.9
217.7,-2.375,174.4
221.8,-3.434,134.5
220,-3.861,161.2
218.7,-3.989,134.1
216,-3.317,241.8
217.9,-3.633,154.1
225.5,-3.555,164.6
214.9,-3.602,126.4
216.5,-3.155,124.9
216.4,-3.074,202.9
225.8,-3.432,133.3
218.3,-3.145,152.6
212.9,-3.559,145.3
223.2,-3.217,168.9
228.7,-3.412,143.7
225.9,-3.192,147.9
216.5,-2.807,195.6
222.8,-3.056,217
225.1,-3.313,136.9
211.7,-3.154,228.3
224.5,-3.648,176.9
221.8,-3.01,141.3
220,-3.576,142.1
222.2,-3.49,195.2
223.2,-3.765,142.8
225,-3.516,132
213.9,-3.149,156.3
217.1,-2.73,253.3
233.3,-3.363,151.1
218.1,-2.439,133.6
220.9,-3.301,171.6
220.6,-2.854,183.2
220.2,-3.754,137.1
218.4,-2.601,132.7
221.7,-3.916,106.8
224.9,-3.142,231.4
220.1,-3.647,79.54
225.9,-2.849,151.5
220.3,-3.43,107.7
222.2,-3.234,170
221.9,-3.517,159.9
219,-3.319,160.9
217.5,-2.87,215.6
227.6,-3.689,205.5
222,-3.55,129.4
230.6,-3.351,146.6
216.8,-3.93,111.7
220.3,-3.953,143.8
230.6,-3.299,134.4
214.6,-2.923,157
230.3,-2.909,191.7
227.3,-3.827,196.5
215.8,-2.811,160.5
211.3,-2.753,172.1
214.1,-3.398,132.8
220.7,-3.907,151.5
218,-2.75,212.6
222.6,-3.177,141.9
219.9,-3.191,143.3
216.1,-3.602,143.7
220.5,-2.307,176.8
227.5,-4.067,156.8
212.1,-2.977,169.3
219.3,-3.306,169.5
235,-4.58,159
220.8,-2.965,198.3
219.8,-3.56,150.6
220.7,-2.61,175
221.6,-2.998,205.5
217.1,-2.954,144.1
212,-3.272,185.4
227.3,-3.284,201.3
221.2,-3.664,124.6
219.8,-3.012,174.8
221.3,-2.512,168.3
210.3,-3.43,127.9
217.2,-2.66,194
227.5,-2.535,248.8
218.6,-1.877,207.7
231,-3.583,176.9
226.2,-2.801,155.6
212.3,-3.882,231.6
220.4,-4.04,199
227.4,-2.686,177.5
222.4,-3.582,162
222.9,-3.184,121.6
228.7,-3.066,205.4
213.2,-3.032,160.1
218.3,-4.568,125
213.4,-2.699,136.1
217.8,-2.357,157.3
225.4,-3.431,135.6
219.2,-3.997,160.6
224.2,-3.127,152.9
217,-3.433,162.6
220.1,-3.86,138.2
219.5,-3.009,168.8
217.2,-4.083,155
223.4,-3.92,151.1
215,-3.845,152.6
215.2,-2.655,155.6
227.2,-3.675,174.5
218.6,-2.573,168.8
222,-3.262,100.7
222,-4.056,194.1
222.4,-2.537,137.9
212.8,-2.472,187.8
222.2,-3.398,160.1
233.3,-3.981,178.4
212.1,-3.328,181.2
227,-4.237,171.9
222.8,-3.04,172.5
232.1,-2.769,198.4
218.4,-3.489,244.3
208.3,-3.289,164.4
222.9,-3.546,126.8
222.7,-3.559,136
222.7,-3.548,155.9
227.8,-3.046,162.1
228.9,-4.59,180.5
223.3,-3.821,33
220.4,-3.176,165
224.8,-3.758,159.5
211.4,-2.639,117.9
226.9,-3.059,99.48
223.5,-4.1,171.9
218.8,-3.107,178.9
220.6,-3.952,208.9
215.2,-2.753,89.71
217.4,-3.569,181.9
225.7,-3.794,173.8
220.3,-3.814,192.6
227.4,-3.189,196.3
216.8,-3.579,172.1
223.3,-2.939,170
223.4,-3.425,157.1
219.8,-2.49,184.8
217.5,-2.839,154.8
223.9,-2.709,182.4
221.5,-3.716,152.3
225.4,-3.568,178.9
214.6,-2.834,110.8
223.6,-3.663,191.1
217.5,-2.364,176.3
222.7,-3.467,123.5
226.2,-2.53,185.4
218.4,-3.225,181.6
214.3,-3.79,117
222.9,-3.005,133.8
220.2,-3.523,155.3
220.5,-3.675,179.5
224.3,-4.316,177.1
221.9,-2.914,151.2
214.1,-3.988,153.4
231.6,-4.391,134.8
223.4,-3.254,171.7
223.8,-2.785,189.3
220.3,-3.442,142.4
217.7,-3.513,153.9
228.1,-2.996,141.6
224.6,-3.38,136.2
218.5,-3.384,181.3
222.7,-3.289,181.6
222.8,-3.331,167.1
217.7,-3.024,132.6
221.9,-3.34,180.4
218.8,-3.641,136.8
215.8,-3.3,168.5
219.7,-3.152,147.4
231.3,-3.548,165.4
230,-3.663,124
220.3,-3.665,146.5
222.7,-3.934,147.7
227.9,-2.281,134
216,-3.855,227.3
221.1,-3.094,132.5
229.3,-3.398,91.42
220,-3.948,118.9
216.2,-2.298,182.4
220.4,-2.233,200.7
225.4,-3.656,148.8
225.3,-3.173,145.1
222.6,-2.818,161.2
217.4,-2.905,184.7
221.7,-3.25,134
223,-3.342,146.8
217.4,-3.552,129.7
224.3,-3.651,164.7
222.6,-3.524,161
223.8,-3.375,178.3
218.6,-2.872,161.8
221.6,-2.474,198.2
223.1,-3.001,182.9
225.7,-3.329,179.8
216.4,-3.344,131.6
216,-3.397,156.7
220.5,-3.202,185.7
221.9,-3.105,137.7
217.6,-3.03,142.9
222.2,-3.274,185.4
223.5,-3.88,118.6
229.5,-2.846,169.6
222.7,-3.235,158.4
225.1,-3.753,131.3
212.2,-3.487,115.9
219.1,-3.06,169.7
216.4,-3.184,194
224.6,-3.305,197.5
223.8,-3.138,170.2
223.3,-3.084,160
215.6,-2.182,140.3
222.7,-2.437,189.8
218.7,-2.975,163.7
221.7,-3.756,133.5
216.8,-3.553,137.4
224.4,-3.201,159.5
219.8,-3.306,195.6
220.2,-2.327,180.1
227.8,-3.185,154.7
226.1,-3.464,169.6
225.6,-3.029,202.6
224.8,-3.73,163
216.6,-2.989,126.5
213.5,-3.913,101.4
225.5,-3.372,160.8
217.9,-3.436,195.7
219.8,-4.07,137.1
218,-3.01,188.1
218.2,-3.477,160.9
218.8,-4.281,151.6
220,-3.632,181.4
221.8,-3.336,206.9
231.2,-2.96,141.6
227.2,-3.563,229.8
217.7,-3.811,157.8
217.2,-4.344,191.5
228.5,-2.649,169.1
227.8,-3.296,112.6
222.3,-2.985,152.2
232,-3.302,180
218,-2.911,135.4
229.4,-3.223,168.7
222.5,-2.335,212.7
222.4,-3.556,181
212.5,-3.571,196.3
215.5,-2.968,121.8
232.1,-3.469,125.2
210.5,-3.805,51.88
218.8,-3.349,179.3
222.1,-2.667,143.5
213.9,-3.791,174.8
232.4,-1.34,213.8
225.7,-2.841,145
210.8,-3.37,149.7
221.3,-3.284,209.6
219.8,-2.393,196.1
223.8,-3.547,187
214.4,-2.88,156.1
217.3,-3.318,128.7
214,-3.495,115
218.4,-3.828,126.2
230.1,-3.884,190.9
221.3,-3.132,159.5
216.6,-3.451,149.9
221.4,-2.938,152.2
227.9,-3.287,177.1
230.1,-3.888,166.2
227,-2.507,205.5
222.6,-3.037,156.7
219.9,-3.431,109.9
222.9,-2.638,157.8
214.3,-4.265,138.8
225.2,-4.118,169.2
212.7,-3.923,127
222.3,-3.432,179.2
231.2,-2.378,231.4
224.3,-3.074,154.6
228.4,-3.792,121.1
216,-3.346,140.8
218,-3.022,191.8
222.7,-3.07,149.9
212.5,-4.007,117.3
229.6,-4.349,167
219.2,-3.141,150.4
214.8,-2.414,180.5
223.4,-4.307,89.75
222.8,-3.516,88.6
218.5,-2.708,164.8
226.4,-3.051,163.8
218.7,-3.649,106.5
224.3,-3.488,114.4
224.7,-3.933,170.5
220.9,-3.953,131.3
217.2,-3.947,174
223.7,-3.739,139.8
213.2,-3.792,186.5
222.2,-3.085,168.3
224.9,-3.575,112.3
226.4,-3.153,106.3
227.9,-2.51,203.9
211.4,-3.882,161.1
218.6,-2.547,159.5
224.3,-3.062,205.8
222.6,-3.738,69.19
230.5,-3.452,175.1
216.5,-3.284,124.4
225.4,-3.738,149
224,-4.262,116.3
229,-2.694,147.3
221.1,-3.706,158.2
221.1,-4.387,101.2
219.1,-3.527,172.7
214.5,-2.633,163.1
219.4,-3.129,156.2
222.8,-4.462,176.6
221.5,-4.463,135.8
222.5,-4.375,124.6
217.8,-3.974,125.7
220.2,-3.859,147
219.9,-2.827,182.3
229.9,-3.116,179.6
224.3,-3.267,113.2
222.5,-2.978,190.1
213.7,-4.091,100.9
226,-3.658,144.2
222.2,-3.966,167.5
224.6,-3.167,134.6
225.3,-2.602,171.3
216,-3.992,139.7
216,-3.542,99.09
214.6,-3.946,92.84
228.1,-3.722,125.8
222.7,-2.886,197.4
220.3,-3.779,81.59
225.4,-2.701,199.5
215.3,-2.779,155.5
228.8,-2.938,157.3
218.5,-4.21,166.5
224.9,-2.619,218.3
222.9,-4.006,100.7
226.4,-2.512,236.9
212.3,-3.46,125.4
217.9,-2.484,189.6
222.5,-2.089,238.1
221.1,-2.946,143.3
218.2,-3.68,146
219.6,-2.388,150.1
219,-3.857,123.9
220.7,-3.597,138.7
208.8,-2.896,138.1
216.2,-3.652,150.1
220.2,-2.989,123.7
213.3,-2.786,138.9
221.3,-3.348,166.7
222,-2.926,109.6
231.1,-3.623,112.5
216.9,-1.957,173.6
231.1,-2.533,184.7
215.2,-3.23,187.9
218.5,-3.605,176.3
220.7,-3.249,134.7
217.6,-2.171,176.1
219.8,-2.049,193.6
218.5,-2.802,162.1
222.1,-3.804,151.8
217.6,-3.121,133.3
203.6,-2.824,194.5
217.4,-2.999,193.1
222.2,-3.9,172.9
226.9,-4.414,131.6
224.2,-2.866,205
226,-2.859,159.4
228.8,-3.624,171.2
216.1,-3.632,173.2
218.7,-3.506,144.6
224.5,-3.335,113.5
229.1,-3.791,105.9
211.1,-3.157,158.7
231,-2.936,179.9
221.9,-3.034,138.4
222.6,-2.553,175.3
218.1,-2.313,197.1
225,-3.434,171.9
217.5,-3.092,181.4
232.9,-3.591,153.2
215.6,-4.007,101.1
219.8,-3.33,106.2
214.5,-3.969,138.6
236.4,-4.226,134.2
224.5,-2.515,205.1
216.3,-2.621,172.1
209.5,-3.779,131.6
224.5,-3.52,130.6
216.7,-2.871,181.5
217.9,-2.797,210.2
221.3,-3.054,190
217.3,-3.243,211.7
222.8,-3.697,102.5
213.2,-3.035,170
218.4,-3.327,118.7
207.9,-4.377,88.58
212.6,-3.287,136.5
222.5,-2.965,161.3
219,-3.439,135.1
216.8,-2.101,170.7
219.6,-3.077,184.8
217.6,-3.377,106.7
221,-3.328,186.6
217.1,-3.952,190.6
219.4,-3.696,136.2
219.2,-3.551,206.4
226.6,-2.213,144.1
222.2,-3.566,197.3
218.8,-3.496,140.9
221,-3.959,156.7
219.1,-3.775,213.7
221.8,-2.673,169.4
232,-1.983,113.8
235.1,-4.466,139.1
214.2,-3.417,113.1
218.8,-3.653,148.2
219.4,-3.413,197
221.6,-3.008,155
223.9,-2.997,176.4
217.1,-3.099,140.2
229.6,-2.794,154.8
221.8,-3.725,148.6
226.7,-3.721,71.47
230.9,-3.593,220.2
224,-4.077,126.7
224.9,-3.423,213
213.1,-3.121,109
218.2,-2.669,187
228.6,-2.114,212.8
220.1,-2.539,208
221.4,-3.037,191.4
219,-4.658,100.1
221.3,-3.03,164.7
221.1,-2.952,161.1
230.5,-3.362,177
216.2,-3.341,157.9
224.1,-4.046,156.8
212.6,-2.932,127.2
220.7,-2.602,146.2
224.6,-2.505,159.3
223.7,-3.645,125.5
229,-2.544,212.8
