beta0,beta1,y_p
220.7,-3.929,122.1
214.2,-3.729,132
227.1,-3.54,146.9
209.4,-2.906,147.2
220.4,-3.479,135.3
216,-3.173,169.6
227.8,-3.259,112.6
221.8,-3.66,105.1
213.4,-3.752,125.8
220.3,-3.894,80.03
235.4,-3.389,140.4
219.2,-4.033,160.8
216.2,-2.912,130.3
219,-3.077,148.4
217,-3.678,136
226,-3.864,163.1
219.3,-3.204,155
231.3,-3.776,163.8
222.8,-3.5,143.8
224.7,-3.821,145.8
223.3,-3.557,174.5
224.1,-3.342,232.8
218.6,-1.805,178
222.5,-2.695,199.5
220.5,-2.805,174.9
223.7,-4.875,52.45
215.9,-3.474,145.8
220.8,-3.468,121.9
217.2,-2.57,142.9
223.6,-2.645,223.9
227.9,-3.357,120.7
225.7,-4.096,193.2
223.6,-3.455,139.1
217.1,-2.317,158.5
229.4,-2.914,155.1
223.1,-2.888,163.4
214.8,-2.825,130.3
217.7,-4.326,90.06
222,-3.212,206.2
229.4,-3.811,117.4
225.5,-3.007,135.8
222.1,-3.258,159.2
215.4,-3.029,147.8
222.6,-3.817,169.3
221.7,-3.424,109.5
222.6,-3.359,174
212.9,-2.979,174.9
229.8,-2.816,164.1
228.2,-3.314,140.7
222.9,-2.953,155.7
222.6,-3.844,203.4
215,-4.148,156.2
220,-3.826,105.2
219.3,-3.763,122.8
222.7,-2.239,157.1
221.9,-3.229,158.6
220.9,-3.077,204.2
220.3,-2.756,157.6
221.5,-3.818,174
222.1,-3.19,111.6
221.3,-2.813,211
218.6,-2.604,156.1
222.3,-3.334,112.2
225.8,-3.028,187.6
224.3,-3.354,160.1
212.7,-2.882,175.5
221.9,-3.663,130.1
215,-2.314,188.8
222.3,-3.197,130.4
216.2,-3.096,220.1
211.6,-3.036,248.8
225.8,-2.75,182.3
219.5,-2.56,210.3
221.5,-3.463,108.4
216.6,-3.347,125.6
222.2,-3.05,206.8
220.5,-3.814,150.6
228.7,-3.024,197.1
223.3,-3.73,120.9
218.9,-3.765,122.8
225.2,-2.659,190
222.7,-3.482,177
222,-3.787,140.3
211.8,-3.862,145.2
217.6,-3.979,148.7
221.8,-3.079,177.3
221,-3.559,158
219,-3.577,134.9
222.4,-3.855,107.8
218.9,-3.076,126.5
223,-3.29,109.5
231.2,-4.601,98.15
225.6,-2.592,154.9
221.8,-2.947,175.3
220.3,-3.442,140.7
216.2,-3.5,131.8
222.8,-3.548,163.5
222.1,-2.97,176.1
221.2,-2.608,158.3
213.1,-3.084,140.7
221.2,-3.928,86.49
221.6,-2.782,204
226.8,-3.381,176.6
225.2,-2.553,172.7
215.9,-2.969,156
226.4,-2.754,149.9
217.7,-3.036,112.8
221.1,-3.732,80.02
220.2,-2.876,165
224.2,-3.872,127.7
229.9,-1.704,203.9
226.1,-3.644,140.8
229,-3.381,148.7
211.8,-3.387,114.7
221.4,-3.224,133.9
216.1,-2.135,180.8
219,-3.029,170.2
239.4,-2.987,268.6
222.8,-3.917,118
222.8,-3.014,171.3
221.1,-3.456,204.4
228.5,-2.902,170.9
226.1,-3.385,108.3
219.9,-2.084,218
213.9,-3.496,148.8
227.5,-3.649,111.4
228.8,-3.163,154.6
221.1,-3.037,137.7
220.7,-3.497,68.47
217.8,-3.001,135.9
227.2,-3.098,173.1
225,-1.553,200.4
219.1,-4.233,175.4
221.1,-2.853,158.3
222.1,-3.375,143.5
214.7,-2.551,173.1
212.4,-2.929,168.3
222.3,-4.268,114.6
221.5,-3.24,89.3
215.2,-2.87,167.1
217.9,-3.177,185.8
225.1,-2.938,231.4
213.9,-3.097,116.2
214.2,-3.277,87.77
211.1,-3.45,148.7
224.7,-3.002,178.1
218.9,-2.435,153.1
216.3,-3.375,157.5
214.6,-2.231,144.2
212.3,-3.584,135.3
227.9,-3.046,161.4
218.5,-3.969,168.6
212.4,-3.454,173.3
221,-3.176,114.5
221.7,-3.315,182.4
219.2,-2.993,173.4
220.8,-3.106,133.3
212.6,-3.333,151.5
212,-3.625,117
231.2,-3.581,161.4
222.7,-3.128,154.9
213.9,-3.521,136.3
229.9,-2.168,211.7
228.2,-2.821,179.5
228.1,-3.176,133.8
213,-2.942,164.3
230.1,-3.411,168
214.3,-3.49,177.2
217.2,-3.792,180.3
213.7,-3.331,149
213.2,-2.55,136.3
222.9,-3.178,161.6
225.2,-3.164,169.8
217.6,-3.092,179.5
226.3,-3.559,109.3
211.8,-2.25,200.3
217.1,-3.526,79.02
219.3,-3.31,185.5
210.5,-2.562,170
218,-3.382,160.6
217,-3.546,144.3
226,-3.233,182.3
226.5,-3.902,148.9
221.5,-3.093,162.2
224.4,-2.701,166.7
215,-2.645,170
217.8,-3.47,158.2
226,-2.649,118.6
228.6,-3.932,125.7
234,-2.741,122.9
227.4,-2.597,183.4
221.9,-3.985,129.5
218.3,-3.252,151.9
217.1,-3.311,168.3
222.5,-2.498,150.6
217.6,-3.329,159.2
219.2,-2.311,142.7
213.7,-3.467,185.3
216,-2.49,119.1
218.1,-3.489,142.4
220.4,-2.935,201.6
219.7,-4.117,158.8
232.7,-2.88,202.3
230.1,-3.273,171.7
223.1,-4.359,186.3
212.9,-3.365,135.9
224.4,-2.545,218.1
221.1,-4.406,145.8
231.4,-3.558,171.1
223.7,-2.917,173
219,-3.056,134.1
224.1,-3.427,129.1
222.1,-2.692,219.1
219.3,-3.046,152.3
216.9,-3.634,172.2
221.2,-3.449,217.9
213,-1.921,194.3
220.8,-3.947,148.4
223,-3.006,203.6
220.2,-3.069,174.3
221,-3.294,137.2
224.8,-3.242,210.9
224.2,-2.092,223.1
219,-3.467,146.9
217.8,-3.707,152.8
211.7,-2.973,116.9
220,-3.378,151.5
222.7,-3.461,167.8
220,-3.213,161.7
218.2,-4.765,32.57
227.8,-1.978,148.4
218.7,-3.489,188.7
220.2,-3.898,151.2
218.8,-3.978,129.8
218.9,-4.283,93.67
222.9,-3.579,144.3
220.6,-3.769,162.1
222.5,-2.851,167.7
220.3,-3.666,94.79
226.7,-3.37,209.1
226.4,-3.998,160.8
222,-3.224,157.5
214.9,-2.416,200.7
220.2,-2.812,211.9
221.3,-2.836,152.3
220.8,-2.709,144.3
226.3,-3.271,131.1
219.2,-2.693,150.5
217.5,-3.552,146.8
218.8,-3.424,113.1
216.6,-4.9,139
220.2,-4.032,151.5
225.7,-3.907,145.6
217.3,-3.463,141.6
217.3,-3.24,165.9
221.8,-3.566,155.9
219.9,-3.353,149.5
220.2,-2.819,168.5
220.1,-3.418,167
220.6,-3.121,156.9
211,-1.5,192.2
222.7,-3.33,159.4
221.2,-2.989,168.4
223,-3.615,141.2
222.4,-2.111,200.2
228.5,-1.846,196.1
225.7,-3.014,191.4
228.1,-3.166,159.1
218.7,-3.872,124.4
215.3,-3.669,138.8
218,-2.963,149.9
222.9,-2.602,178.8
215,-3.722,132.8
219,-3.1,108.1
213.3,-2.418,168.9
219.9,-3.228,133.1
223.7,-3.529,194.7
220.8,-3.952,184.9
224.6,-2.52,151.3
232,-2.474,132
216,-2.446,175.6
221.9,-3.408,142.6
218.3,-3.409,156.7
221.6,-2.951,187.7
225.5,-3.859,130.4
213.6,-3.091,116.2
222.6,-3.148,118
220.2,-2.785,153.7
206.3,-3.573,104.6
220.3,-2.501,155.4
227.2,-3.826,106.2
217.4,-2.57,147.6
214,-4.251,111
216.4,-2.793,163.6
226,-2.932,178.1
217.4,-3.481,156.8
221.1,-3.016,220
209.4,-4.074,106.6
222.8,-2.85,174.8
222.7,-3.869,151.4
228.4,-4.423,172
206,-3.566,97.64
212.5,-2.346,165.6
219.6,-3.597,152.4
224.5,-3.179,181.9
221.5,-3.383,138.5
221.6,-1.867,251.6
217,-4.516,114.2
220.4,-3.147,157.2
214.2,-3.513,114.3
217.1,-3.625,196.8
217.1,-3.502,204.4
222.5,-2.782,193.6
225.7,-3.782,122.2
224.2,-3.051,169.8
226,-3.566,167.6
227.5,-2.656,206.4
218.7,-3.844,107.5
213.3,-3.085,181.6
218.5,-3.414,158
225.1,-3.621,158.6
218.5,-3.177,194.3
221.3,-3.38,157.1
210.7,-3.731,128.2
215,-3.304,168.5
216.2,-3.396,125.3
221.4,-3.243,122.2
217.7,-3.24,146.2
219.7,-3.214,163.7
217.6,-3.845,124.3
225.1,-3.591,152.4
216.4,-2.827,175.8
219.6,-3.339,148.8
216.9,-2.631,187.9
220,-4.115,114.8
229.2,-3.235,197.6
216.2,-3.264,159.6
221.3,-3.466,166.1
222.3,-3.693,120.3
221.7,-3.261,155.4
216.8,-3.213,110.6
223,-3.12,175.4
221,-3.345,159.2
223.1,-3.072,236.9
209.3,-2.255,157.8
224.2,-3.648,70.45
216.8,-2.843,187.3
221,-2.846,168.8
231.1,-3.428,163.2
213.3,-3.331,155.5
223.5,-3.235,154.4
225.5,-4.539,110.7
226,-2.758,133.2
218.4,-3.023,143.8
218.7,-3.036,172.9
224.6,-3.173,169.3
217.1,-2.471,155.8
220.5,-4.304,124
221.9,-2.947,157.4
224.2,-3.955,130.6
218.1,-3.386,120.2
227.8,-3.774,149.4
227.1,-3.202,137.8
215.9,-3.353,179.8
208.2,-2.879,129.5
223.8,-3.678,152.9
222.9,-3.755,165.5
219.2,-3.643,187
214.9,-3.215,163.6
218.8,-2.758,239.9
224.8,-3.181,137.8
226.7,-3.549,144.8
222.5,-3.007,146.3
217.4,-3.258,143.8
218.9,-1.945,223
217.3,-3.264,153.4
222.9,-2.686,171.1
213.1,-3.589,106.2
218.1,-3.637,148.8
224.6,-3.15,155.1
228,-3.641,199.7
217.6,-3.735,141.1
220,-3.574,119.7
232,-2.716,206.8
225.4,-3.267,129.6
219.1,-3.288,171
219.3,-3.123,165.5
222.6,-3.423,69.65
226.9,-3.236,110.5
229.7,-2.127,186.8
221.4,-2.525,162.8
221.3,-2.637,181
220.5,-3.295,124.6
217.7,-2.605,154.1
221.5,-3.773,135.9
225.9,-3.131,218.8
218.7,-3.332,151.6
225,-3.451,146.3
226.5,-3.273,173.5
221.3,-3.034,196.2
216.6,-3.485,165.2
215.5,-3.182,150.4
231.1,-2.69,212.7
224.8,-2.755,208.5
214.7,-3.174,125.4
217.2,-3.543,121.9
231.5,-3.052,144.1
217.6,-3.475,178.8
223.6,-3.483,128.1
208.3,-2.725,132.2
221.6,-3.978,141.4
221.2,-3.848,159.9
221.9,-2.775,213.2
217.9,-3.521,198.9
209.9,-2.627,143.4
217.3,-2.636,181.8
220.2,-3.54,129.4
224.1,-3.55,134.4
228.5,-4.333,128.9
222,-4.186,117.8
210.3,-3.46,175.6
228,-3.12,133.5
217.9,-3.143,151.3
216.6,-3.075,157.8
217,-4.56,103.2
219.5,-3.678,146.4
216.4,-4.168,173.8
225,-3.538,197.5
217.6,-3.06,142.2
218,-2.696,171.2
216.9,-3.208,137.9
217.6,-3.076,133.5
224.6,-3.807,184.6
219.7,-3.07,130
218.7,-2.972,163.1
221.9,-2.694,150.6
222.1,-3.003,193.6
218.9,-2.205,193.4
220.2,-3.253,147
220.8,-3.054,153.6
231,-3.515,147.7
218.9,-3.171,136.6
225,-2.978,160.7
223.6,-3.753,184.3
221.5,-3.129,161.6
221.7,-2.865,184.1
228.6,-3.723,147.9
223.5,-3.145,244.4
223.1,-3.801,109.3
224.2,-3.376,148.7
222.2,-2.667,165.6
224.9,-2.792,189.7
222,-3.435,148.3
217.7,-2.449,191.8
224.4,-2.776,177.7
215.8,-2.805,159.3
207.4,-3.186,130.4
216.8,-3.522,177.9
225.5,-2.916,211.3
219.7,-3.014,119.6
214.3,-3.927,177.8
219.5,-3.707,185
224,-3.14,163
228.5,-2.541,150.7
228.3,-2.729,182.2
212.7,-3.671,132.6
221.4,-3.349,178.2
227.2,-3.092,162.6
224.8,-3.754,139.5
220.5,-2.596,221.6
215.1,-3.38,135.8
226.8,-3.917,118.8
217.7,-3.319,179.1
216.3,-4.046,164.4
216.3,-3.962,151.3
219.6,-2.093,157.1
227.8,-3.305,202.6
217.5,-3.312,107.4
228.2,-3.422,166.7
223.9,-3.732,140.5
220.3,-3.059,129.5
215.1,-3.128,154.1
220.7,-3.47,207.4
218.2,-4.87,114.6
220.7,-4.21,157.7
230.8,-2.708,119.4
222.1,-3.953,110.3
224.5,-2.195,132.1
229.5,-3.064,133.3
212.6,-3.275,132
216.5,-3.341,167.8
223.4,-3.79,153.4
219.8,-3.349,139.7
214.6,-4.576,107.2
221,-2.944,163.6
232,-2.585,155.5
221.2,-3.646,127.2
215.5,-3.976,152.6
214.4,-3.834,134.1
224.5,-1.857,195.5
220.5,-2.711,153.7
214.9,-2.994,197.3
217.1,-3.697,167.2
228.8,-2.332,133.2
223.5,-3.996,116
228.6,-3.938,141.8
219,-3.838,158.9
219.7,-3.43,206.8
226,-2.823,151.7
223.8,-3.503,107.9
215.9,-3.415,148.7
223.1,-3.112,136.7
221.8,-2.749,164.5
227.8,-3.634,195
213.3,-2.751,114.6
213.7,-3.928,105.5
226.8,-2.986,183.4
223.4,-2.814,137
226.8,-3.175,142.4
227.7,-2.609,151.4
217.6,-3.723,172.3
221,-4.052,97.03
221.4,-3.123,195.5
224,-3.516,229.4
220.1,-3.019,130.3
214.6,-2.863,163.4
225.4,-2.127,211.7
223.9,-3.586,156.4
220.4,-3.653,128.8
223,-2.769,182.2
222.6,-3.078,122.6
226.7,-3.863,92.72
220.8,-3.3,215.9
218.5,-4.12,149.2
219.3,-2.937,145.4
222.2,-2.96,168.9
219.8,-3.154,118.6
221.3,-3.213,129.9
232.6,-3.521,114.8
222.6,-2.657,211.6
218.3,-3.687,149.7
222.4,-4.256,168.8
219.1,-2.618,169.7
215.4,-4.364,136.7
215.3,-3.207,115.7
219.5,-4.243,149.7
218.1,-3.355,147.5
227,-3.645,158.6
220.7,-3.315,127.5
229,-3.789,99.51
220.3,-3.452,115.5
217.5,-4.861,70.09
218.2,-3.836,159.6
220.7,-3.743,156.7
218.6,-3.292,120.8
219.6,-3.427,126.8
221.5,-3.351,94.72
229.2,-3.582,247.7
217.3,-3.113,121.3
229.8,-3.391,142.6
223.8,-2.835,132.7
209.7,-3.307,150.1
226.4,-4.187,163.8
216.8,-2.652,96.68
216.9,-3.142,177.5
232.2,-2.802,199.2
216.7,-3.4,136.2
220.7,-3.371,77.47
217,-2.585,105.5
222.5,-3.314,179.9
216,-3.527,153.7
222.9,-3.127,168.3
215.6,-2.64,161.6
226.9,-2.507,128.7
224.3,-3.633,155
223.2,-3.423,124.9
217,-3.314,167.5
224.5,-3.644,166
213.7,-3.224,140.4
230.7,-4.184,199.8
220.4,-2.402,155.9
225.8,-3.853,162.5
213.5,-3.284,168.5
225.9,-3.219,115.5
223.2,-3.504,138
221.3,-3.306,212.2
215.2,-3.495,168.8
219,-4.069,105.9
219.7,-3.883,122.2
216.4,-3.496,157.4
216.6,-3.901,149.4
228.4,-3.305,215
222.5,-2.966,236.4
215.5,-3.763,180.3
219.9,-3.758,170.7
228.3,-3.837,212.3
228.1,-2.232,180.3
222.1,-2.79,208.8
222.1,-4.177,115.6
220.5,-2.792,209.3
214.3,-3.968,97.2
216.6,-2.309,194.3
216.4,-3.424,155
221.4,-3.28,177.7
224.1,-3.88,140.8
222.8,-3.424,145.3
218.3,-3.33,103.7
211.8,-2.665,175.9
213.6,-1.886,209.6
223.1,-3.847,126.8
216.2,-3.315,145.7
222.1,-3.261,190.1
216,-3.049,149.3
227.2,-3.308,170.2
225.9,-3.505,136
227.2,-3.609,182.7
221.4,-3.307,155
223.4,-2.797,169.6
225,-4.339,111.6
217.7,-3.627,104.1
216.1,-2.919,196.1
218.2,-3.276,160.4
218.4,-3.357,193.7
226.3,-2.855,181.1
217.2,-4.153,178.1
222.1,-2.764,176.9
222.1,-2.88,174.2
213.3,-3.259,164.6
219.3,-3.328,163.5
217,-3.82,166.1
220.5,-3.039,160.6
225.6,-2.422,223.1
220.1,-4.191,142.2
222.8,-2.714,116
208.7,-4.554,92.91
211.6,-3.84,158.1
222.2,-3.609,148.8
218.1,-3.809,173.3
217.4,-2.912,211.9
226.4,-2.768,182.8
221.4,-2.695,169.8
222.7,-2.347,145.8
217.6,-2.57,151.5
220.9,-3.562,147.6
217.2,-3.903,96.99
220.9,-3.664,193.1
224.7,-3.944,191.1
223.1,-3.549,213.9
225.4,-3.953,184
225.9,-3.471,141.6
224.1,-3.135,156.3
220.4,-4.241,130.4
220.4,-2.966,133.9
223.5,-3.645,139.8
225,-2.95,206.5
220.5,-2.841,159.5
221.7,-3.424,127.6
211.4,-3.506,102.6
228.2,-3.635,96.91
213.9,-3.029,151.5
225.8,-3.599,175.1
220,-3.078,189.5
213.4,-4.14,89.3
225,-3.511,204.1
216.1,-3.865,164.5
219.4,-3.692,115.8
214.2,-3.198,130.9
227,-4.06,150.1
222.2,-3.284,190
224.3,-3.548,179.6
217.2,-2.973,174.8
217.5,-3.455,144.8
213.1,-2.276,153.4
218.3,-2.819,139
223.5,-3.679,177.8
219.3,-2.432,177.2
223.3,-3.659,124.1
230.6,-2.692,197.1
214.9,-2.749,138.7
222.2,-3.046,150.9
211.9,-2.722,160.2
222,-3.21,165.6
216.1,-2.814,132.3
219.5,-3.477,216.7
222.1,-2.637,228.6
218.1,-2.346,134.7
223.5,-3.303,106.7
219.1,-3.886,175.9
223.8,-2.472,153.8
220.7,-3.391,167.4
213.3,-3.286,120.9
228.5,-3.441,100.7
235.8,-2.054,178.9
213.5,-3.044,163.3
223.6,-2.71,162.9
223.5,-4.128,137
228.4,-3.326,193.9
227.4,-3.778,155.4
221.6,-2.875,171.6
215.5,-3.942,188.1
226.9,-2.922,157.3
226.2,-3.576,162.4
218.1,-3.961,103.4
220.2,-3.07,180.9
218.5,-3.782,138.5
226.2,-2.911,159.8
214.6,-3.705,202.9
223.3,-3.225,182.7
232.7,-3.184,105.9
227.2,-4.126,192.9
222,-3.245,153.3
228.1,-3.489,201.3
218.7,-3.329,169.8
226.9,-4.089,151
218.8,-2.996,129.5
226.3,-3.199,166.7
231.9,-3.126,145.2
214.2,-3.66,113.9
223.5,-3.434,155.7
226.2,-3.317,204.1
226.1,-3.277,154.4
219.3,-3.243,130.5
235.7,-3.122,187.4
230.9,-2.841,216.7
224.1,-3.834,143.1
222.6,-3.439,185.7
218.8,-4.195,164
230.2,-3.88,139.3
217.1,-3.289,150.6
217.1,-4.696,146.1
234.3,-3.222,223.4
221.6,-2.927,171.8
219.2,-3.373,126.3
222.9,-3.297,184.9
216.1,-3.601,153.8
218.8,-2.989,139.2
220,-2.275,173.2
218.6,-2.807,224.9
225.6,-2.365,174.8
228.6,-2.97,141.9
218.5,-3.456,176.7
213.1,-2.837,124.3
214.6,-3.911,144.8
227.1,-2.818,142.3
210.5,-4.104,118.1
226.4,-3.767,127.4
222.2,-3.513,173.5
224.5,-3.213,186.5
219.3,-3.52,141.7
216.1,-2.889,172.6
220.2,-3.559,166.8
218.2,-3.76,166.8
224.4,-3.144,211.2
216.6,-3.373,158.1
229.3,-3.745,164.1
226.2,-3.731,172.2
222,-3.088,220.6
222.6,-3.73,158.5
222,-2.965,185.7
213.3,-2.829,176.5
224.3,-4.248,166.7
226.2,-4.103,150.7
223.4,-3.519,189.8
219.1,-2.386,131
220.6,-2.598,158.8
222.1,-2.885,124.8
220.4,-3.874,142.2
221.4,-3.04,174.7
216.9,-3.351,181.1
219.3,-2.914,138.9
216.3,-3.883,191.1
221.3,-3.404,164.2
217.7,-2.988,123
223.8,-3.88,141.3
213,-3.593,153.5
231.2,-4.639,158.4
237.4,-3.313,166.7
220.2,-3.559,149.9
219.4,-3.572,145.6
219.3,-3.964,163.4
225.6,-3.769,127.4
231.8,-2.965,203.2
214.2,-2.861,145.5
218.8,-3.21,113
216.5,-4.51,124.3
221.7,-3.714,136.6
219.7,-3.995,165.1
220.9,-3.083,153.7
223.1,-3.481,96.76
223.2,-3.394,144.1
214.5,-2.54,177
222.9,-2.991,138.9
221.2,-3.017,168.9
227.7,-3.394,189.1
228.2,-3.768,149.8
210.5,-2.739,209.4
228.2,-3.605,158.3
218.3,-2.981,196.5
219.5,-4.239,59.42
222.8,-3.368,153.1
228.5,-3.782,193.4
224.6,-3.4,146.7
221.2,-3.575,186
227.5,-2.711,163.7
218.6,-3.787,104.3
218.2,-4.325,125.8
222.6,-4.324,212
216.8,-2.758,169.3
221.7,-3.414,157.8
221.1,-2.789,135.8
223.7,-3.763,229.9
225.8,-3.092,234.7
224.3,-3.62,120.5
215.2,-3.382,153
222.3,-3.6,152.6
219,-2.775,195.9
227.9,-3.083,153.9
218.2,-2.941,137.1
226,-3.85,155.5
223.9,-3.24,182.5
213.8,-2.915,145.9
223.2,-2.938,126.6
214.3,-3.391,129.6
216.3,-3.579,126.8
223.8,-3.167,139
219.7,-3.155,202.7
221.1,-3.605,169.7
222,-3.858,138.2
210.8,-4.417,94.28
218.9,-3.258,177.6
221,-2.752,190.7
220.5,-3.711,150.4
223.1,-3.462,117.5
221.1,-2.888,194
213.4,-3.262,123.1
214.9,-2.451,205.9
222.7,-2.518,176.9
223.8,-3.376,120.7
213.2,-3.203,170.2
218.7,-2.942,167.2
223.1,-4.419,86.21
219.4,-4.865,151.4
224.3,-3.109,206.6
220.9,-4.197,168.1
214.1,-2.186,165.9
226,-2.843,100.9
215.1,-4.191,115.3
214.1,-2.603,181.5
220.1,-2.983,155.6
227.6,-3.57,201.8
222.1,-3.935,143.4
219.9,-3.495,154.7
221.9,-3.56,152.4
223.9,-3.291,164.3
230.7,-3.011,209.3
218.3,-4.346,149.9
223.5,-2.56,185.2
217.8,-3.55,145.2
222.7,-2.75,155.2
218.4,-3.617,149.5
214.5,-3.253,143
225.5,-2.267,148.1
222.4,-3.476,157.3
231.8,-4.418,185.3
217.3,-3.701,129
206.3,-3.31,100.1
217.3,-2.789,170.3
230.2,-3.467,151.1
218.9,-3.024,158.9
217,-3.969,140.7
219.2,-4.014,111.4
220.3,-3.261,172.7
215,-2.735,218.6
219,-3.292,138
224.2,-3.161,175.5
212.8,-4.035,127
219,-3.524,204.1
219.1,-2.116,122.3
225.3,-3.141,223.6
221.9,-2.727,145.7
228.3,-3.95,146.1
218.4,-3.983,182.2
219.5,-3.539,181.9
220.9,-3.108,160.3
219.8,-3.268,153.8
212.6,-3.788,142.4
219.9,-3.452,268.5
221.1,-3.494,139.3
214.1,-4.069,128.4
224.8,-3.452,206.1
227.4,-3.123,180.5
221.1,-3.597,183.2
222.5,-3.256,111
221.9,-4.003,127
226,-3.755,176.6
222.9,-3.868,156.5
229.6,-3.338,171.1
226,-3.334,155.1
214.6,-3.563,160
215.7,-3.15,148
218.7,-3.09,164.1
227.6,-2.801,235.6
218,-4.042,157.7
217.7,-2.919,119.8
226,-3.391,139.1
216.2,-2.95,104.7
227.5,-3.812,127.9
229,-3.601,164.1
216.4,-3.184,77.75
219.5,-3.644,118.4
226.6,-3.489,164.5
225.2,-2.487,169
223.3,-3.74,188.5
216,-2.972,177.4
218.9,-3.507,167.4
229.7,-2.944,153.5
222.2,-3.3,146.6
223.3,-3.69,114.7
220.3,-3.29,99.32
228.9,-2.774,135.7
227.5,-2.295,175
213.7,-2.923,193.4
230,-3.182,173.3
222.6,-2.466,170
217.3,-3.262,172.8
225.3,-3.351,143
216.1,-3.002,165.2
217.6,-3.479,182.3
221,-2.302,185.7
220.4,-4.067,115.9
223.2,-2.422,161.7
227,-3.743,176.9
224.9,-3.399,155.8
211.2,-2.476,171.8
214.7,-3.994,148.7
225.1,-3.269,136.3
225.1,-2.345,150.1
224.1,-1.777,203.5
226.5,-2.235,137.1
211.4,-2.437,153.5
216.6,-2.661,188.8
216.7,-3.36,175.2
216.9,-3.664,127.7
218.1,-3.288,168.8
224.7,-3.387,91.5
221.2,-3.235,192.8
224.5,-3.812,141.2
224.4,-4.089,95.88
212.7,-4.167,133.7
222.1,-2.753,187.2
230.2,-2.023,222.8
226.5,-2.84,200.4
214,-2.944,154.2
213.6,-4.735,76.32
220.7,-3.784,172.5
212.1,-3.322,147.5
220.6,-2.992,166.8
219,-3.455,178.7
220.3,-4.358,150.2
212.9,-2.349,147.9
230.7,-3.463,170
220.7,-2.828,184.5
211.5,-3.402,111.1
227.8,-2.992,144.5
217.5,-3.325,151.6
214.1,-3.189,198.1
213.4,-2.564,180.2
228,-4.515,159.5
219.5,-2.283,169.7
225.6,-3.378,164.3
217.8,-2.927,160.6
228.5,-2.858,148.7
213.8,-1.446,129.5
214.5,-3.678,152.4
220.6,-2.942,158.6
227,-3.541,205.3
221.4,-3.182,156.1
216.8,-3.518,94.47
213.5,-3.43,171.1
215.7,-2.547,135.6
225.1,-2.786,153.9
216.3,-2.781,224.6
227.6,-3.924,160.8
233,-4.484,122.7
214,-2.065,148.4
229,-2.628,194.1
223.4,-3.951,146.9
220.7,-3.553,136.1
225.9,-2.836,136.7
227.9,-3.402,176.1
222.9,-3.466,153.4
222.3,-2.93,140
228.7,-3.966,112.3
212.8,-2.651,148.7
219.8,-3.612,134.3
225.7,-3.296,106
227,-3.23,154.9
216.2,-2.476,221.7
231.9,-2.62,109.5
207.5,-3.291,184.2
219.1,-3.958,203.4
225.3,-2.801,134.9
224.2,-3.78,168.3
212,-2.59,183.7
227.4,-2.363,184.9
226.8,-2.959,140.6
209.9,-3.196,176.3
216.2,-3.461,132.2
218.6,-3.957,129.3
221.5,-3.326,144.3
220.7,-3.245,196.4
221.6,-2.843,118.4
228,-3.821,157.7
219.5,-3.401,145.2
215,-1.899,129
213.9,-3.698,163.1
223.5,-2.963,139.9
226.1,-3.268,151.8
214.1,-2.977,172.7
215.4,-3.392,129.6
223.2,-3.24,182.9
226.1,-3.36,177.4
223.3,-3.87,118.7
220.7,-2.889,186.1
210.6,-2.761,181.4
223,-2.249,133.9
218.9,-2.641,182.3
223.8,-3.03,161.3
218.9,-3.49,187.3
227.3,-3.246,105.1
217.2,-3.462,182
220,-3.481,184.3
207.6,-3.043,164.7
219.8,-3.283,177.2
229.2,-3.004,184.9
222.7,-3.679,174.6
222.2,-3.155,155
220.9,-3.788,137.8
221.4,-3.064,113.2
221.7,-3.349,136.1
221.7,-3.036,128.4
221.2,-3.105,165.9
220.6,-3.329,138
224.3,-3.317,165.8
218,-3.408,119.4
226.4,-2.89,177.6
221.1,-2.984,127.4
216,-2.601,185.7
219.7,-2.658,164.3
210.6,-3.268,143.9
226.1,-3.259,134.4
221.5,-2.78,182.3
222.7,-1.9,166
223.1,-3.498,118.5
218.2,-3.134,104.3
218.7,-3.91,129.5
222.1,-2.565,172.3
215.8,-3.476,96.42
223.7,-3.578,171.1
210.5,-2.262,106.4
222.2,-2.3,157.4
224.5,-2.866,187.2
217.2,-3.696,161.7
218.9,-3.566,73.37
217,-3.288,114.1
226.1,-2.591,150.8
224.4,-2.901,156.1
220.5,-3.171,144.1
226.2,-3.25,124.7
215.9,-3.15,192.7
221.5,-3.367,112
224.6,-3.378,206.1
222.6,-3.683,124.8
224.8,-2.092,165.3
217.8,-3.362,117.8
226.8,-3.465,168.5
219.6,-2.86,219.5
223.6,-3.908,74.63
224.9,-3.282,118.3
216.7,-3.392,131.8
229.7,-3.231,162.6
215.1,-2.363,163.7
216.6,-3.836,175.1
213,-3.927,149.5
217.9,-2.906,160.4
219.2,-2.856,138.7
220.9,-2.255,111.9
220.9,-2.754,134.6
224.5,-2.645,186.1
222.3,-4.343,179.2
226.6,-3.519,133.2
239.1,-3.597,171
225.9,-4.114,111.5
214.5,-2.765,190.4
231.1,-4.11,110.5
227.2,-2.789,216.7
228.5,-2.937,190.6
218.4,-3.178,148.9
221.4,-3.097,143.2
220,-3.583,116.4
225.2,-3.401,118.7
220.8,-2.908,177.8
217.2,-2.335,150.6
219.4,-3.178,141
215.7,-3.569,176.2
221.9,-3.079,170.2
223.4,-2.921,138.5
215.8,-3.642,139.2
